web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,mileage_cat,lat,lon
1733476465-1400,FORD Westfalia Meridian Limited One Autark,CHF 63'000.–,26'000 km,Diesel,1869 Massongex,63000,26000,1,50000 - 99999,low,47.41262435913086,8.53308391571045
1733476468-1401,SUN LIVING A-SERIES 70 DK,CHF 59'500.–,67'000 km,Diesel,1618 Châtel-St-Denis,59500,67000,1,50000 - 99999,low-mid,47.092750549316406,8.346047401428223
1733476472-1402,SUN LIVING A75 DP,CHF 69'700.–,35'000 km,Diesel,8832 Wollerau,69700,35000,1,50000 - 99999,low,47.044166564941406,8.08935260772705
1733476474-1403,VW T5 California 2.0 TDI Beach Travel,CHF 44'800.–,49'500 km,Diesel,8638 Goldingen,44800,49500,1,20000 - 49999,low,46.34128189086914,6.163496017456055
1733476478-1404,MERCEDES-BENZ Marco Polo 250d BT,CHF 54'321.–,96'500 km,Diesel,5443 Niederrohrdorf,54321,96500,1,50000 - 99999,low-mid,46.95763397216797,7.452798843383789
1733476482-1405,MERCEDES-BENZ Marco Polo 300 d 4M A,CHF 84'950.–,31'000 km,Diesel,1304 Cossonay-Ville,84950,31000,1,50000 - 99999,low,46.21556854248047,6.10122013092041
1733476485-1406,MERCEDES-BENZ Unimog U4000,CHF 249'000.–,66'200 km,Diesel,8700 Küsnacht,249000,66200,1,200000 - 499999,low-mid,47.48045349121094,7.511998653411865
1733476488-1407,VW T5 California 2.0 Bi-TDI Comfortline,CHF 38'500.–,155'000 km,Diesel,4053 Basel,38500,155000,1,20000 - 49999,mid,46.18026351928711,6.134627819061279
1733476495-1408,FRANKIA A740 Plus Luxury,CHF 79'777.–,64'000 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",79777,64000,1,50000 - 99999,low-mid,46.538021087646484,6.553039073944092
1733476507-1412,KNAUS Tabbert R15,CHF 33'777.–,121'700 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",33777,121700,1,20000 - 49999,mid,47.53460693359375,8.576770782470703
1733476510-1413,HYMER C622 CL,CHF 32'777.–,86'700 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",32777,86700,1,20000 - 49999,low-mid,47.18622589111328,8.473489761352539
1733476513-1414,DETHLEFFS Trend T7057,CHF 65'777.–,21'400 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",65777,21400,1,50000 - 99999,low,46.18026351928711,6.134627819061279
1733476516-1415,VW T6 California 2.0 Bi-TDI Ocean Liberty,CHF 56'900.–,41'900 km,Diesel,"Chemin Delay 23, 1214 Vernier",56900,41900,1,50000 - 99999,low,47.049537658691406,7.632155895233154
1733476522-1417,CHALLENGER Trigano F14,CHF 47'777.–,55'100 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",47777,55100,1,20000 - 49999,low-mid,47.13557815551758,7.248343467712402
1733476524-1418,MORELO Home 79 LX,CHF 145'000.–,75'000 km,Diesel,8280 Kreuzlingen,145000,75000,1,100000 - 199999,low-mid,45.995521545410156,8.861557006835938
1733476528-1419,MERCEDES-BENZ Hymer Grand Canyon S 4x4 6 Zylinder,CHF 105'000.–,40'000 km,Diesel,8105 Regensdorf,105000,40000,1,100000 - 199999,low,46.92484664916992,7.63434362411499
1733476531-1420,FIAT Ducato Hymer 2.8 TDI -KLIMA - 500 kg Nutzlast- Markise- 2 x Drehstuhl- Hubbett - 3 Personen Zul.- Top gepflegt-,CHF 14'900.–,182'000 km,Diesel,6330 Cham,14900,182000,1,0 - 19999,mid,47.16972351074219,7.987434387207031
1733476535-1421,FIAT Ducato Karmann Davis 590,CHF 29'999.–,85'500 km,Diesel,8910 Affoltern am Albis,29999,85500,1,20000 - 49999,low-mid,47.286312103271484,8.568182945251465
1733476538-1422,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 58'500.–,44'500 km,Diesel,8309 Nürensdorf,58500,44500,1,50000 - 99999,low,47.109073638916016,8.765539169311523
1733476540-1423,VW T6 California 2.0 TDI Ocean Liberty 4Motion,CHF 47'500.–,42'000 km,Diesel,3066 Stettlen,47500,42000,1,20000 - 49999,low,47.38869857788086,9.386896133422852
1733476547-1425,VW T3,CHF 9'800.–,297'724 km,Benzin,9443 Widnau,9800,297724,0,0 - 19999,mid-high,47.48995590209961,7.505771160125732
1733476551-1426,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 79'900.–,34'415 km,Diesel,3008 Bern,79900,34415,1,50000 - 99999,low,47.0770263671875,7.271974563598633
1733476554-1427,FIAT Weinsberg CaraBus 540,CHF 52'900.–,24'000 km,Diesel,4800 Zofingen,52900,24000,1,50000 - 99999,low,47.53460693359375,8.576770782470703
1733476563-1428,VW California Coast,CHF 43'777.–,119'100 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",43777,119100,1,20000 - 49999,mid,46.85409164428711,7.191097736358643
1733476566-1429,SUN LIVING Adria Sun Living 60SPF,CHF 55'777.–,31'200 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",55777,31200,1,50000 - 99999,low,47.4139289855957,8.382182121276855
1733476569-1430,ROLLER TEAM Trigano CIC 5,CHF 29'777.–,105'000 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",29777,105000,1,20000 - 49999,mid,47.4139289855957,8.382182121276855
1733476572-1431,BÜRSTNER T569,CHF 43'777.–,40'000 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",43777,40000,1,20000 - 49999,low,47.58271026611328,8.514924049377441
1733476575-1432,DETHLEFFS Globecar Familiyscout,CHF 31'777.–,110'900 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",31777,110900,1,20000 - 49999,mid,46.24650955200195,6.9674177169799805
1733476581-1434,EURA MOBIL Terrestra T 650,CHF 39'777.–,120'500 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",39777,120500,1,20000 - 49999,mid,47.4139289855957,8.382182121276855
1733476587-1436,HYMER HC 322,CHF 29'777.–,92'800 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",29777,92800,1,20000 - 49999,low-mid,46.24650955200195,6.9674177169799805
1733476590-1437,GIOTTILINE IVECO J500,CHF 31'777.–,89'600 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",31777,89600,1,20000 - 49999,low-mid,46.18842697143555,7.313735485076904
1733476593-1438,ADRIA ADRIATIK,CHF 29'500.–,102'000 km,Diesel,1686 Grangettes,29500,102000,1,20000 - 49999,mid,46.186920166015625,6.122140884399414
1733476596-1439,VW T2 Camper,CHF 49'000.–,42'000 km,Benzin,8404 Winterthur,49000,42000,0,20000 - 49999,low,46.68522262573242,6.810330390930176
1733476599-1440,VW T5 California 2.0 Bi-TDI Beach,CHF 27'500.–,176'300 km,Diesel,6294 Ermensee,27500,176300,1,20000 - 49999,mid,46.2725830078125,7.893075466156006
1733476602-1441,VW T6.1 California 2.0 Bi-TDI Ocean 4Motion,CHF 54'000.–,83'100 km,Diesel,6965 Cadro (Lugano),54000,83100,1,50000 - 99999,low-mid,47.7542610168457,8.652010917663574
1733476608-1443,VW T6 California 2.0 Bi-TDI Beach 4Motion,CHF 58'500.–,172'350 km,Diesel,9507 Stettfurt,58500,172350,1,50000 - 99999,mid,47.463890075683594,8.345504760742188
1733476614-1445,IVECO Daily 4x4 55S18W,CHF 139'000.–,178'457 km,Diesel,3123 Belp,139000,178457,1,100000 - 199999,mid,47.16085433959961,9.016241073608398
1733476616-1446,PEUGEOT 230L,CHF 21'500.–,161'830 km,Diesel,8240 Thayngen,21500,161830,1,20000 - 49999,mid,46.84401321411133,7.195863246917725
1733476619-1447,VW Amarok mit Bieber-Tec „Swiss Edition“ Absetzkabine,CHF 149'000.–,23'000 km,Diesel,9656 Alt St. Johann,149000,23000,1,100000 - 199999,low,47.16809844970703,8.727630615234375
1733476635-1450,VW California Ocean Grey TDI 4M,CHF 59'777.–,78'500 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",59777,78500,1,50000 - 99999,low-mid,47.45075607299805,9.054778099060059
1733476639-1451,VW Cali. TDI Oce. Ed. Lib. A,CHF 69'900.–,10'800 km,Diesel,"Schützenstrasse 7, 8800 Thalwil",69900,10800,1,50000 - 99999,low,47.341278076171875,7.859083652496338
1733476645-1452,VW T6.1 California 3000 2.0 TDI 199 Beach DSG,CHF 46'900.–,103'000 km,Diesel,"Schaffhauserstrasse 150, 8400 Winterthur",46900,103000,1,20000 - 49999,mid,47.42788314819336,9.128613471984863
1733476652-1454,MERCEDES-BENZ Marco Polo 300 d 4matic CH FAHRZEUG,CHF 82'900.–,28'000 km,Diesel,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",82900,28000,1,50000 - 99999,low,47.35764694213867,8.728433609008789
1733476655-1455,VW T6.1 California 2.0 TDI Beach,CHF 64'900.–,22'600 km,Diesel,"Rte du Simplon 1, 1845 Noville",64900,22600,1,50000 - 99999,low,46.52252197265625,6.612057685852051
1733476658-1456,VW T6.1 California 2.0 TDI Beach Liberty 4Motion,CHF 54'900.–,61'000 km,Diesel,"Flooz, 9630 Wattwil",54900,61000,1,50000 - 99999,low-mid,47.23086929321289,8.957823753356934
1733476661-1457,WESTFALIA Kepler Six DSG,CHF 54'900.–,21'500 km,Diesel,"Industriestrasse 8, 9535 Wilen bei Wil",54900,21500,1,50000 - 99999,low,46.8615608215332,7.565763473510742
1733476665-1458,LAND ROVER 130 Pick Up,CHF 89'000.–,52'000 km,Diesel,8126 Zumikon,89000,52000,1,50000 - 99999,low-mid,47.42205810546875,7.7696051597595215
1733476668-1459,"VW T5 California 2.0 TDI Comfortline Last Ed., Solar, Küche, Zubehör",CHF 43'900.–,87'900 km,Diesel,8050 Zürich,43900,87900,1,20000 - 49999,low-mid,47.28278732299805,8.19693374633789
1733476674-1460,TOYOTA CROSSCAMP FLEX 2.0L 3.1T,CHF 59'000.–,44'900 km,Diesel,6033 Buchrain,59000,44900,1,50000 - 99999,low,46.8615608215332,7.565763473510742
1733476678-1461,CARTHAGO Liner de Luxe 68Q,CHF 89'000.–,160'000 km,Diesel,6110 Wolhusen,89000,160000,1,50000 - 99999,mid,47.31748962402344,8.253425598144531
1733476687-1464,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 77'900.–,20'000 km,Diesel,1279 chavannes de bogis,77900,20000,1,50000 - 99999,low,47.59640884399414,8.22929859161377
1733476690-1465,VW T3 Typ 2,CHF 20'700.–,119'000 km,Benzin,3014 Bern,20700,119000,0,20000 - 49999,mid,46.79187774658203,7.142698764801025
1733476694-1466,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 74'900.–,11'500 km,Diesel,1214 Vernier,74900,11500,1,50000 - 99999,low,47.21701431274414,8.576250076293945
1733476704-1468,MERCEDES-BENZ Marco Polo 300 d 4M Automat,CHF 69'900.–,42'900 km,Diesel,"Chemin de la Marbrerie 1, 1227 Carouge",69900,42900,1,50000 - 99999,low,47.4879150390625,8.708212852478027
1733476709-1470,HYMER Capron A461,CHF 39'777.–,69'500 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",39777,69500,1,20000 - 49999,low-mid,46.47366714477539,6.4143195152282715
1733476713-1471,CARTHAGO Chic C-Line,CHF 53'777.–,55'700 km,Diesel,"Sulzer-Allee 41, 8404 Winterthur",53777,55700,1,50000 - 99999,low-mid,47.18622589111328,8.473489761352539
1733476724-1475,MERCEDES-BENZ Marco Polo 250 d 4Matic 7G-Tronic,CHF 59'900.–,80'100 km,Diesel,"Chemin de la Marbrerie 1, 1227 Carouge",59900,80100,1,50000 - 99999,low-mid,47.49827575683594,9.420414924621582
1733476727-1476,OPEL Zafira Camper M 2.0 CDTi Business Edition S/S,CHF 57'500.–,25'900 km,Diesel,"Heimiswilstrasse 55, 3400 Burgdorf",57500,25900,1,50000 - 99999,low,46.220924377441406,6.1077494621276855
1733476730-1477,VW T6.1 California 2.0 TDI Beach Liberty Spirit 4Motion,CHF 68'800.–,19'500 km,Diesel,"Würenloserstrasse 2 / 4 / 6, 8112 Otelfingen",68800,19500,1,50000 - 99999,low,47.21653366088867,8.969256401062012
1733476732-1478,RIMOR Fiat Ducato X 60 Swiss Dynamic,CHF 48'000.–,68'400 km,Diesel,2502 Biel,48000,68400,1,20000 - 49999,low-mid,47.619380950927734,8.774068832397461
1733476736-1479,PHOENIX,CHF 80'000.–,160'000 km,Diesel,6986 Curio,80000,160000,1,50000 - 99999,mid,47.519466400146484,8.020191192626953
1733476739-1480,MERCEDES-BENZ Marco Polo 300 d Automat,CHF 66'000.–,50'000 km,Diesel,3507 Biglen,66000,50000,1,50000 - 99999,low,47.19828796386719,7.447934150695801
1733476743-1481,VW T5 California 2.0 Bi-TDI Beach Edition 4Motion,CHF 46'980.–,63'000 km,Diesel,6247 Schötz,46980,63000,1,20000 - 49999,low-mid,47.64026641845703,9.195489883422852
1733476746-1482,VW T6.1 California 2.0 Bi-TDI Ocean Edition Liberty 4Motion,CHF 128'000.–,24'000 km,Diesel,8800 Thalwil,128000,24000,1,100000 - 199999,low,46.22019958496094,6.145626068115234
1733476749-1483,ADRIA MATRIX M 670 DL Swiss Edition,CHF 94'500.–,29'500 km,Diesel,8841 Gross,94500,29500,1,50000 - 99999,low,46.453739166259766,6.166210651397705
1733476752-1484,MERCEDES-BENZ Marco Polo Horizon 220 d 7G-Tronic,CHF 45'000.–,219'470 km,Diesel,9053 Teufen,45000,219470,1,20000 - 49999,mid-high,47.392879486083984,8.756311416625977
1733476756-1485,HYMER XS 588,CHF 49'000.–,59'800 km,Diesel,1580 Avenches,49000,59800,1,20000 - 49999,low-mid,46.804176330566406,7.1857991218566895
1733476759-1486,MERCEDES-BENZ Marco Polo 220 d Trend  4M Automat,CHF 67'800.–,22'000 km,Diesel,"Hauptstrasse 46, 4112 Bättwil",67800,22000,1,50000 - 99999,low,47.18622589111328,8.473489761352539
1733476762-1487,VW T6 California 2.0 Bi-TDI Ocean GREY 4Motion mit viel Zubehör,CHF 66'990.–,44'500 km,Diesel,3273 Kappelen,66990,44500,1,50000 - 99999,low,47.03028869628906,8.628253936767578
1733476770-1488,WEINSBERG PEPPER EDITION  | Peugeot 2.0 161PS  | Festbett mit Garage | TV mit Sat |  TOM TAILOR Interior,CHF 47'750.–,75'600 km,Diesel,"Heerenstegstrasse 1, 8427 Rorbas",47750,75600,1,20000 - 49999,low-mid,47.315032958984375,9.082744598388672
1733476773-1489,VW T6 California 2.0 TDI Beach Liberty 4Motion,CHF 49'900.–,60'000 km,Diesel,"Industriestrasse 2, 3186 Düdingen",49900,60000,1,20000 - 49999,low-mid,46.22016143798828,6.085522174835205
1733476780-1491,CARADO T 337 - ALL inklusiv - TOP-Zustand,CHF 53'900.–,23'200 km,Diesel,"Joosäckerstrasse 4, 8957 Spreitenbach",53900,23200,1,50000 - 99999,low,47.338478088378906,8.85728645324707
1733476788-1493,CHALLENGER 380 Graphite Ultimate,CHF 65'900.–,28'500 km,Diesel,"3 Route Des Ilettes, 1870 Monthey",65900,28500,1,50000 - 99999,low,47.4139289855957,8.382182121276855
1733476796-1494,WESTFALIA MERCEDES-BENZ Vito 112CDI,CHF 16'800.–,228'750 km,Diesel,"Industriestrasse 8, 9535 Wilen bei Wil",16800,228750,1,0 - 19999,mid-high,47.4139289855957,8.382182121276855
